step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.797,1.7999999999999998,71.34,10,3.59,5.39,3.59,1.7999999999999998,,,,
2,delay,3.594,3.5900000000000007,74.94,10,5.39,8.98,3.59,5.390000000000001,,,,
3,delay,7.188,7.190000000000001,79.79,10,8.98,16.17,3.59,12.580000000000002,,,,
4,delay,2.9619,2.9700000000000006,83.88,13,5.92,8.89,5.92,2.9700000000000006,,,,
5,delay,5.9238,5.92,89.81,13,8.89,14.81,5.92,8.89,,,,
6,delay,1.6689,1.67,89.08,15,3.34,5.01,3.34,1.67,,,,
7,delay,3.3378,3.33,92.42,15,5.01,8.34,3.34,5.0,,,,
8,delay,1.7319,1.7400000000000002,90.53,18,3.46,5.2,3.46,1.7400000000000002,,,,
