step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.9965,2.0,74.53,2,3.99,5.99,3.99,2.0,,,,
2,delay,1.797,1.7999999999999998,73.97,8,3.59,5.39,3.59,1.7999999999999998,,,,
3,delay,1.7319,1.7400000000000002,72.7,12,3.46,5.2,3.46,1.7400000000000002,,,,
4,delay,3.4638,3.46,76.17,12,5.2,8.66,3.46,5.2,,,,
5,delay,1.6689,1.67,73.72,15,3.34,5.01,3.34,1.67,,,,
6,delay,1.797,1.7999999999999998,73.79,19,3.59,5.39,3.59,1.7999999999999998,,,,
