title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.58           3.58
      15       robot           0.00           8.36           8.36
      16       human           3.58           7.57           3.99
       5       human           8.36          14.29           5.92
       8       human          14.29          17.88           3.59
       7       robot           8.36          16.59           8.23
       6       human          17.88          21.34           3.46
       9       human          21.34          27.27           5.92
      11       robot          20.89          29.27           8.38
      12       human          27.27          30.73           3.46
      10       human          30.73          34.33           3.59
      17       human          34.33          40.25           5.92
      19       human          40.25          43.84           3.59
      20       robot          33.72          42.25           8.52
      18       human          43.84          47.31           3.46
      21       human          47.31          53.23           5.92
      22       human          53.23          56.85           3.62
      23       human          56.85          60.44           3.59
      24       robot          46.17          55.23           9.06
       1       human          60.44          66.37           5.92
       3       human          66.37          69.99           3.62
       2       robot          59.17          68.37           9.20
       4       human          69.99          73.58           3.59
                                         makespan:          73.58

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.52           3.52
      15       robot           0.00           8.36           8.36
      16       human           3.56           9.55           5.99
       5       human           9.55          15.48           5.92
       8       human          15.48          19.07           3.59
       7       robot           9.25          17.48           8.23
       6       human          19.07          22.53           3.46
       9       human          22.53          28.46           5.92
      11       robot          22.08          30.46           8.38
      12       human          28.46          31.92           3.46
      10       human          31.92          35.52           3.59
      17       human          35.52          41.44           5.92
      19       human          41.44          45.03           3.59
      20       robot          34.92          43.44           8.52
      18       human          45.03          48.50           3.46
      21       human          48.50          54.42           5.92
      22       human          54.42          58.04           3.62
      23       human          58.04          61.63           3.59
      24       robot          47.36          56.42           9.06
       1       human          61.63          67.56           5.92
       3       human          67.56          71.18           3.62
       2       robot          60.36          69.56           9.20
       4       human          71.18          74.77           3.59
                                         makespan:          74.77

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.52           3.52
      15       robot           0.00           9.55           9.55
      16       human           3.56           8.26           4.69
       5       human           9.55          14.07           4.51
       8       human          14.10          19.49           5.39
       7       robot           9.59          17.82           8.23
       6       human          19.49          22.96           3.46
       9       human          22.96          28.88           5.92
      11       robot          22.50          30.88           8.38
      10       human          28.88          32.47           3.59
      12       human          32.47          35.94           3.46
      17       human          35.94          41.86           5.92
      19       human          41.86          45.46           3.59
      20       robot          35.34          43.86           8.52
      18       human          45.46          48.92           3.46
      21       human          48.92          54.84           5.92
      22       human          54.84          58.46           3.62
      23       human          58.46          62.06           3.59
      24       robot          47.79          56.84           9.06
       1       human          62.06          67.98           5.92
       3       human          67.98          71.60           3.62
       2       robot          60.78          69.98           9.20
       4       human          71.60          75.19           3.59
                                         makespan:          75.19

title: dynamic scheduling 3
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.52           3.52
      15       robot           0.00           9.55           9.55
      16       human           3.56           8.26           4.69
       5       human           9.55          14.07           4.51
       8       human          14.10          23.09           8.99
       7       robot           9.59          19.51           9.91
       6       human          23.09          26.55           3.46
       9       human          26.55          32.47           5.92
      11       robot          26.10          34.47           8.38
      10       human          32.47          36.07           3.59
      12       human          36.07          39.53           3.46
      17       human          39.53          45.46           5.92
      19       human          45.46          49.05           3.59
      20       robot          38.93          47.46           8.52
      18       human          49.05          52.51           3.46
      21       human          52.51          58.44           5.92
      22       human          58.44          62.06           3.62
      23       human          62.06          65.65           3.59
      24       robot          51.38          60.44           9.06
       1       human          65.65          71.57           5.92
       3       human          71.57          75.19           3.62
       2       robot          64.37          73.57           9.20
       4       human          75.19          78.79           3.59
                                         makespan:          78.79

title: final timeline
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.52           3.52
      15       robot           0.00           9.55           9.55
      16       human           3.56           8.26           4.69
       5       human           9.55          14.07           4.51
       8       human          14.10          20.18           6.08
       7       robot           9.59          19.70          10.11
       6       human          20.21          22.05           1.84
       9       human          22.11          26.73           4.61
      11       robot          26.10          35.60           9.50
      10       human          26.75          30.23           3.47
      12       human          30.25          33.62           3.36
      17       human          35.60          40.27           4.66
      19       human          40.30          43.17           2.87
      20       robot          38.97          49.05          10.09
      18       human          43.20          45.58           2.38
      21       human          49.05          53.58           4.52
      22       human          53.60          57.26           3.66
      23       human          57.29          60.82           3.54
      24       robot          51.40          61.09           9.70
       1       human          61.09          65.43           4.34
       3       human          65.47          68.88           3.41
       2       robot          64.40          74.35           9.95
       4       human          68.90          71.71           2.81
                                         makespan:          74.35

