step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,4.052881240844727,1.9965,2.0,0.0,real_gantt_duration_synchronized,74.49000000000001,74.53,-0.03999999999999204,2,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,delay,8.634411811828613,1.8096,1.8099999999999996,0.0,real_gantt_duration_synchronized,75.29,75.36,-0.06999999999999318,3,,,,,,,,,,,,fixed,3.35,,,,,,,,
3,delay,10.454699993133545,3.6192,3.620000000000001,0.0,real_gantt_duration_synchronized,78.91000000000001,78.98,-0.06999999999999318,3,,,,,,,,,,,,fixed,3.35,,,,,,,,
4,delay,20.962215662002563,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,77.95,78.11,-0.1599999999999966,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
5,delay,25.7942156791687,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,79.26,79.44,-0.1799999999999926,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
6,delay,27.514740228652954,3.4638,3.46,0.0,real_gantt_duration_synchronized,82.72000000000001,82.9,-0.1799999999999926,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
7,delay,31.01919651031494,6.9276,6.93,0.0,real_gantt_duration_synchronized,89.65,89.83,-0.1799999999999926,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
8,delay,43.10073733329773,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,87.01000000000002,87.28,-0.2699999999999818,10,,,,,,,,,,,,fixed,3.35,,,,,,,,
9,delay,44.8547887802124,3.594,3.5900000000000007,0.0,real_gantt_duration_synchronized,90.60000000000001,90.87,-0.269999999999996,10,,,,,,,,,,,,fixed,3.35,,,,,,,,
10,delay,57.027095794677734,1.79,1.79,0.0,real_gantt_duration_synchronized,87.86000000000001,88.23,-0.36999999999999034,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
11,delay,58.796180963516235,3.58,3.579999999999999,0.0,real_gantt_duration_synchronized,91.44000000000003,91.81,-0.3699999999999761,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
12,order,59.416815757751465,0.0,2.67,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,89.66000000000001,89.12,0.5400000000000063,15,14,15,15,14,3.58,6.01,3.58,3.58,3.58,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,5.369999999999999,2.67
13,delay,68.6438217163086,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,92.63000000000002,91.76,0.8700000000000188,17,,,,,,,,,,,,fixed,3.35,,,,,,,,
14,delay,73.36395144462585,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,92.65000000000002,91.8,0.8500000000000227,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
15,delay,75.10630941390991,3.4638,3.46,0.0,real_gantt_duration_synchronized,96.11000000000001,95.26,0.8500000000000085,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
16,order,75.7055413722992,0.0,2.24,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,96.634,92.31,4.323999999999998,18,18,19,18,19,5.83,3.46,5.83,3.594,3.594,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,5.2,2.24
17,delay,85.41304063796997,1.8096,1.8099999999999996,0.0,real_gantt_duration_synchronized,97.28399999999999,90.81,6.4739999999999895,22,,,,,,,,,,,,fixed,3.35,,,,,,,,
18,delay,87.23820114135742,3.6192,3.620000000000001,0.0,real_gantt_duration_synchronized,100.904,94.42,6.483999999999995,22,,,,,,,,,,,,fixed,3.35,,,,,,,,
19,order,88.16107082366943,0.0,2.79,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,101.588,91.78,9.807999999999993,22,22,23,22,23,6.38,3.62,6.38,3.594,3.594,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,5.430000000000001,2.79
20,delay,91.80923676490784,7.2384,7.239999999999999,0.0,real_gantt_duration_synchronized,102.71799999999999,99.02,3.6979999999999933,22,,,,,,,,,,,,fixed,3.35,,,,,,,,
