step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.8096,1.8099999999999996,73.35,3,3.62,5.43,3.62,1.8099999999999996,,,,
2,delay,1.797,1.7999999999999998,74.13,8,3.59,5.39,3.59,1.7999999999999998,,,,
3,order,0.0,0.9299999999999997,73.25,,,,,,8,6,0.9299999999999997,1.7999999999999998
4,delay,1.79,1.79,70.86,14,3.58,5.37,3.58,1.79,,,,
