step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,6.629566669464111,1.8096,1.8099999999999996,0.0,real_gantt_duration_synchronized,73.29,73.35,-0.05999999999998806,3,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,delay,17.000771284103394,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,74.0,74.13,-0.12999999999999545,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
3,order,17.717371940612793,0.0,0.9299999999999997,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,76.3538,73.25,3.1038000000000068,8,8,6,8,6,4.39,3.59,4.39,3.4638,3.4638,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,1.7999999999999998,0.9299999999999997
4,delay,42.95942831039429,1.79,1.79,0.0,real_gantt_duration_synchronized,74.8538,70.86,3.9938000000000073,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
