step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,17.060504913330078,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,74.19000000000001,74.25,-0.05999999999998806,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,order,17.69330406188965,0.0,0.7800000000000002,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,76.3938,73.23,3.163799999999995,8,8,6,8,6,4.24,3.59,4.24,3.4638,3.4638,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,1.7999999999999998,0.7800000000000002
3,delay,29.53109860420227,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,78.02380000000001,73.81,4.213800000000006,12,,,,,,,,,,,,fixed,3.35,,,,,,,,
4,delay,31.254966497421265,3.4638,3.46,0.0,real_gantt_duration_synchronized,81.4838,77.27,4.213800000000006,12,,,,,,,,,,,,fixed,3.35,,,,,,,,
5,order,33.823368549346924,0.0,4.18,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,79.50760000000001,76.25,3.2576000000000107,10,12,10,10,12,3.46,7.77,3.46,3.4638,3.4638,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,5.2,4.18
6,delay,47.69979000091553,1.79,1.79,0.0,real_gantt_duration_synchronized,80.90760000000002,75.56,5.347600000000014,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
7,delay,56.86510372161865,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,80.58760000000002,75.31,5.277600000000021,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
8,delay,58.63023138046265,3.4638,3.46,0.0,real_gantt_duration_synchronized,84.04760000000002,78.78,5.267600000000016,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
9,delay,63.184494495391846,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,83.30760000000002,78.07,5.237600000000029,19,,,,,,,,,,,,fixed,3.35,,,,,,,,
10,delay,64.96764373779297,3.594,3.5900000000000007,0.0,real_gantt_duration_synchronized,86.89760000000003,81.66,5.237600000000029,19,,,,,,,,,,,,fixed,3.35,,,,,,,,
11,delay,68.59298872947693,7.188,7.190000000000001,0.0,real_gantt_duration_synchronized,94.08760000000002,88.85,5.237600000000029,19,,,,,,,,,,,,fixed,3.35,,,,,,,,
12,delay,75.27417135238647,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,90.58760000000002,85.41,5.177600000000027,21,,,,,,,,,,,,fixed,3.35,,,,,,,,
13,delay,78.20522141456604,5.9238,5.92,0.0,real_gantt_duration_synchronized,96.50760000000002,91.33,5.177600000000027,21,,,,,,,,,,,,fixed,3.35,,,,,,,,
14,delay,84.15811777114868,11.8476,11.85,0.0,real_gantt_duration_synchronized,108.35760000000002,103.18,5.177600000000012,21,,,,,,,,,,,,fixed,3.35,,,,,,,,
15,delay,88.99324440956116,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,99.51760000000002,94.37,5.147600000000011,23,,,,,,,,,,,,fixed,3.35,,,,,,,,
