title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
       6       human           0.00           3.46           3.46
       7       human           3.46           7.08           3.62
       8       robot           0.00           7.71           7.71
       1       human           7.71          13.63           5.92
       3       human          13.63          17.25           3.62
       2       robot           7.71          16.76           9.06
       4       human          17.25          20.84           3.59
      13       human          20.84          26.77           5.92
      14       human          26.77          30.35           3.58
      15       human          30.35          33.68           3.34
      16       robot          19.56          28.77           9.20
      17       human          33.68          39.61           5.92
      20       robot          33.38          41.61           8.23
      19       human          39.61          43.20           3.59
      18       human          43.20          46.67           3.46
      21       human          46.67          52.59           5.92
      22       human          52.59          56.21           3.62
      23       human          56.21          59.80           3.59
      24       robot          45.22          54.59           9.37
       9       human          59.80          65.73           5.92
      12       human          65.73          69.19           3.46
      10       human          69.19          72.78           3.59
      11       robot          59.35          67.73           8.38
                                         makespan:          72.78

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
       6       human           0.00           2.65           2.65
       7       human           2.70           5.88           3.17
       8       robot           0.00           8.81           8.81
       1       human           8.81          13.61           4.80
       3       human          13.64          16.68           3.04
       2       robot           8.86          18.59           9.73
       4       human          16.73          19.86           3.13
      13       human          19.93          24.47           4.54
      14       human          24.50          29.87           5.37
      16       robot          19.61          28.82           9.20
      15       human          29.87          33.20           3.34
      17       human          33.20          39.13           5.92
      20       robot          32.90          41.13           8.23
      19       human          39.13          42.72           3.59
      18       human          42.72          46.19           3.46
      21       human          46.19          52.11           5.92
      22       human          52.11          55.73           3.62
      23       human          55.73          59.32           3.59
      24       robot          44.74          54.11           9.37
       9       human          59.32          65.25           5.92
      12       human          65.25          68.71           3.46
      10       human          68.71          72.30           3.59
      11       robot          58.87          67.25           8.38
                                         makespan:          72.30

title: final timeline
 task ID       agent     start_time    finish_time       duration
       6       human           0.00           2.65           2.65
       7       human           2.70           5.88           3.17
       8       robot           0.00           8.81           8.81
       1       human           8.81          13.61           4.80
       3       human          13.64          16.68           3.04
       2       robot           8.86          18.59           9.73
       4       human          16.73          19.86           3.13
      13       human          19.93          24.47           4.54
      14       human          24.50          28.76           4.26
      16       robot          19.61          29.42           9.81
      15       human          28.81          31.52           2.71
      17       human          31.62          36.40           4.77
      20       robot          32.95          41.88           8.92
      19       human          36.42          39.33           2.91
      18       human          39.36          42.14           2.78
      21       human          42.21          46.85           4.65
      22       human          46.88          49.90           3.02
      23       human          49.93          52.42           2.49
      24       robot          44.75          55.81          11.06
       9       human          55.81          59.93           4.13
      12       human          59.96          62.01           2.05
      10       human          62.04          64.60           2.56
      11       robot          58.91          68.94          10.03
                                         makespan:          68.94

