step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,4.0022132396698,1.9965,2.0,0.0,real_gantt_duration_synchronized,74.49000000000001,74.53,-0.03999999999999204,2,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,delay,6.022475719451904,3.993,3.99,0.0,real_gantt_duration_synchronized,78.48,78.53,-0.04999999999999716,2,,,,,,,,,,,,fixed,3.35,,,,,,,,
3,delay,10.013967752456665,7.986,7.989999999999998,0.0,real_gantt_duration_synchronized,86.4692,83.17,3.299199999999999,2,,,,,,,,,,,,fixed,3.35,,,,,,,,
4,delay,17.985092639923096,7.986,7.98,0.0,real_gantt_duration_synchronized,94.44920000000002,90.88,3.5692000000000235,2,,,,,,,,,,,,fixed,3.35,,,,,,,,
5,delay,30.828526258468628,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,96.27920000000002,92.76,3.519200000000012,5,,,,,,,,,,,,fixed,3.35,,,,,,,,
6,delay,39.05938959121704,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,96.14920000000002,92.68,3.469200000000015,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
7,delay,40.782618284225464,3.4638,3.46,0.0,real_gantt_duration_synchronized,99.60920000000002,96.14,3.469200000000015,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
8,delay,44.2415931224823,6.9276,6.93,0.0,real_gantt_duration_synchronized,106.53920000000001,103.07,3.469200000000015,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
9,delay,51.152787923812866,6.9276,6.920000000000002,0.0,real_gantt_duration_synchronized,113.45920000000001,110.0,3.45920000000001,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
10,delay,58.30924201011658,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,110.65920000000001,107.26,3.3992000000000075,9,,,,,,,,,,,,fixed,3.35,,,,,,,,
11,delay,61.25921940803528,5.9238,5.92,0.0,real_gantt_duration_synchronized,116.57920000000001,113.19,3.3892000000000166,9,,,,,,,,,,,,fixed,3.35,,,,,,,,
12,delay,67.1858766078949,11.8476,11.85,0.0,real_gantt_duration_synchronized,128.4292,125.03,3.3992000000000075,9,,,,,,,,,,,,fixed,3.35,,,,,,,,
13,delay,79.0594425201416,11.8476,11.84,0.0,real_gantt_duration_synchronized,140.2692,136.88,3.3892000000000166,9,,,,,,,,,,,,fixed,3.35,,,,,,,,
14,delay,89.65585708618164,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,137.2692,133.9,3.3692000000000064,12,,,,,,,,,,,,fixed,3.35,,,,,,,,
15,delay,91.40688586235046,3.4638,3.46,0.0,real_gantt_duration_synchronized,140.7292,137.36,3.369199999999978,12,,,,,,,,,,,,fixed,3.35,,,,,,,,
16,delay,95.77297711372375,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,139.7892,136.46,3.329199999999986,10,,,,,,,,,,,,fixed,3.35,,,,,,,,
17,delay,105.02018570899963,1.6689,1.67,0.0,real_gantt_duration_synchronized,139.5892,136.37,3.2192000000000007,15,,,,,,,,,,,,fixed,3.35,,,,,,,,
18,delay,109.26990985870361,1.79,1.79,0.0,real_gantt_duration_synchronized,140.3592,137.17,3.1891999999999996,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
19,delay,111.10882067680359,3.58,3.579999999999999,0.0,real_gantt_duration_synchronized,143.93919999999997,140.75,3.189199999999971,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
20,delay,114.66752457618713,7.16,7.16,0.0,real_gantt_duration_synchronized,151.0992,147.91,3.1891999999999996,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
21,delay,121.81121468544006,7.16,7.16,0.0,real_gantt_duration_synchronized,158.2592,155.07,3.1891999999999996,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
22,delay,129.01110458374023,7.16,7.16,0.0,real_gantt_duration_synchronized,165.4192,162.23,3.1891999999999996,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
23,delay,136.17378520965576,7.16,7.160000000000004,0.0,real_gantt_duration_synchronized,172.5792,169.39,3.1891999999999996,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
24,delay,143.36115860939026,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,169.62920000000003,166.5,3.1292000000000257,17,,,,,,,,,,,,fixed,3.35,,,,,,,,
25,delay,148.10959362983704,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,169.64919999999998,166.55,3.0991999999999678,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
26,delay,161.70447754859924,1.8096,1.8099999999999996,0.0,real_gantt_duration_synchronized,170.0592,167.1,2.95920000000001,22,,,,,,,,,,,,fixed,3.35,,,,,,,,
27,delay,163.53073501586914,3.6192,3.620000000000001,0.0,real_gantt_duration_synchronized,173.6792,170.72,2.95920000000001,22,,,,,,,,,,,,fixed,3.35,,,,,,,,
