step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,6.629566669464111,1.8096,1.8099999999999996,1.8099999999999996,human_delay_task_uses_real_observed_duration,standard,,5.43,5.43,74.3464,73.35,0.9964000000000084,3,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,17.000771284103394,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,75.3094,74.13,1.1794000000000011,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,order,17.717371940612793,0.0,0.9299999999999997,3.39,order_wrong_first_actual_plus_fixed_3.39_on_earlier_task,standard,,,,77.6994,73.25,4.449399999999997,8,8,6,8,6,4.39,3.59,4.39,3.4638,3.4638,standard_human_time_mode,1,fixed,3.39,3.39,3.39,fixed_value,3.39,3.39,3.39,1.7999999999999998,0.9299999999999997
4,delay,42.95942831039429,1.79,1.79,1.79,human_delay_task_uses_real_observed_duration,standard,,5.37,5.37,79.48939999999999,70.86,8.62939999999999,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
