step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,4.040065050125122,1.9965,2.0,2.0,human_delay_task_uses_real_observed_duration,standard,,5.99,5.99,74.5326,74.53,0.002600000000001046,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,5.995146751403809,3.993,3.99,3.99,human_delay_task_uses_real_observed_duration,standard,,9.98,9.98,78.5226,78.53,-0.00740000000000407,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,10.01536512374878,7.986,7.989999999999998,7.989999999999998,human_delay_task_uses_real_observed_duration,standard,,17.97,17.97,86.5126,83.17,3.3426000000000045,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,delay,24.7481369972229,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,82.1688,86.66,-4.491199999999992,5,,,,,,,,,,,,fixed,3.39,,,,,,,,
5,delay,30.390140533447266,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,83.135,87.65,-4.515000000000001,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,32.121562004089355,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,86.595,91.12,-4.525000000000006,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,35.619853258132935,6.9276,6.93,6.93,human_delay_task_uses_real_observed_duration,standard,,15.59,15.59,93.525,95.42,-1.894999999999996,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,53.53815960884094,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,92.301,97.71,-5.408999999999992,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,55.304301738739014,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,95.89099999999999,101.31,-5.419000000000011,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,61.262489318847656,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,96.5072,101.95,-5.442800000000005,12,,,,,,,,,,,,fixed,3.39,,,,,,,,
11,delay,63.00668215751648,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,99.9672,105.42,-5.452799999999996,12,,,,,,,,,,,,fixed,3.39,,,,,,,,
12,delay,70.57492399215698,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,101.0234,106.53,-5.506600000000006,13,,,,,,,,,,,,fixed,3.39,,,,,,,,
13,delay,75.26061415672302,1.6689,1.67,1.67,human_delay_task_uses_real_observed_duration,standard,,5.01,5.01,101.04560000000001,106.59,-5.544399999999996,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
14,delay,76.93329238891602,3.3378,3.33,3.33,human_delay_task_uses_real_observed_duration,standard,,8.34,8.34,104.3756,109.93,-5.554400000000001,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
15,delay,83.59639883041382,1.79,1.79,1.79,human_delay_task_uses_real_observed_duration,standard,,5.37,5.37,105.88560000000001,111.45,-5.564399999999992,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
16,delay,85.33819890022278,3.58,3.579999999999999,3.579999999999999,human_delay_task_uses_real_observed_duration,standard,,8.95,8.95,109.46560000000001,115.03,-5.564399999999992,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
17,delay,88.96862959861755,7.16,7.16,7.16,human_delay_task_uses_real_observed_duration,standard,,16.11,16.11,116.6256,122.19,-5.564399999999992,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
18,delay,101.13503766059875,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,115.7418,119.6,-3.8581999999999965,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
19,delay,102.86762881278992,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,119.20179999999999,123.06,-3.8582000000000107,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
20,delay,106.38306474685669,6.9276,6.93,6.93,human_delay_task_uses_real_observed_duration,standard,,15.59,15.59,126.1318,127.52,-1.3881999999999977,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
21,delay,113.29127597808838,6.9276,6.920000000000002,6.920000000000002,human_delay_task_uses_real_observed_duration,standard,,22.51,22.51,133.0518,133.32,-0.2682000000000073,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
22,delay,120.20371079444885,6.9276,6.93,6.93,human_delay_task_uses_real_observed_duration,standard,,29.44,29.44,139.9818,140.25,-0.2682000000000073,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
23,delay,127.73367142677307,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,137.588,137.9,-0.3120000000000118,21,,,,,,,,,,,,fixed,3.39,,,,,,,,
24,delay,132.78354477882385,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,137.844,138.18,-0.33600000000001273,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
25,delay,134.58973741531372,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,141.434,141.78,-0.34600000000000364,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
26,delay,138.1881446838379,7.188,7.190000000000001,7.190000000000001,human_delay_task_uses_real_observed_duration,standard,,16.17,16.17,148.62400000000002,147.03,1.5940000000000225,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
