step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,6.87237548828125,1.8096,1.8099999999999996,1.8099999999999996,human_delay_task_uses_real_observed_duration,standard,,5.43,5.43,74.3464,73.57,0.7764000000000095,3,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,17.273925304412842,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,75.31960000000001,74.46,0.8596000000000146,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,18.93399429321289,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,78.7796,77.92,0.8596000000000004,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,order,20.69325542449951,0.0,3.37,3.39,order_wrong_first_actual_plus_fixed_3.39_on_earlier_task,standard,,,,80.4696,76.1,4.3696000000000055,6,6,8,6,8,6.96,3.46,6.96,3.594,3.594,standard_human_time_mode,1,fixed,3.39,3.39,3.39,fixed_value,3.39,3.39,3.39,5.2,3.37
5,delay,24.1633198261261,6.9276,6.930000000000001,6.930000000000001,human_delay_task_uses_real_observed_duration,standard,,10.39,10.39,80.5096,83.03,-2.520399999999995,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,49.4039888381958,1.6689,1.67,1.67,human_delay_task_uses_real_observed_duration,standard,,5.01,5.01,82.1818,80.73,1.4517999999999915,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,51.03110361099243,3.3378,3.33,3.33,human_delay_task_uses_real_observed_duration,standard,,8.34,8.34,85.51180000000001,84.07,1.4418000000000148,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,54.42402482032776,6.6756,6.68,6.68,human_delay_task_uses_real_observed_duration,standard,,15.02,15.02,92.1918,89.33,2.8618000000000023,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,61.04439163208008,6.6756,6.68,6.68,human_delay_task_uses_real_observed_duration,standard,,21.7,21.7,98.87180000000001,93.84,5.031800000000004,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,67.73419952392578,6.6756,6.670000000000002,6.670000000000002,human_delay_task_uses_real_observed_duration,standard,,28.37,28.37,105.54180000000001,100.51,5.031800000000004,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
11,delay,74.45662474632263,6.6756,6.679999999999996,6.679999999999996,human_delay_task_uses_real_observed_duration,standard,,35.05,35.05,112.2218,107.19,5.031800000000004,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
12,delay,86.73429894447327,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,110.50800000000001,105.17,5.338000000000008,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
13,delay,99.19538974761963,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,111.23400000000001,104.56,6.674000000000007,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
