step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,7.438289165496826,1.8096,1.8099999999999996,0.0,real_gantt_duration_synchronized,74.06,74.12,-0.060000000000002274,3,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,delay,14.544789791107178,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,76.42,76.46,-0.03999999999999204,5,,,,,,,,,,,,fixed,3.35,,,,,,,,
3,delay,17.50985288619995,5.9238,5.92,0.0,real_gantt_duration_synchronized,82.34,82.38,-0.03999999999999204,5,,,,,,,,,,,,fixed,3.35,,,,,,,,
4,delay,26.078339099884033,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,83.21000000000001,83.29,-0.0799999999999983,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
5,delay,27.760442972183228,3.4638,3.46,0.0,real_gantt_duration_synchronized,86.67,86.75,-0.0799999999999983,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
6,delay,31.240071773529053,6.9276,6.93,0.0,real_gantt_duration_synchronized,93.604,91.04,2.563999999999993,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
7,delay,38.143208265304565,6.9276,6.920000000000002,0.0,real_gantt_duration_synchronized,100.524,97.01,3.513999999999996,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
8,delay,45.11479306221008,6.9276,6.93,0.0,real_gantt_duration_synchronized,107.45400000000001,103.94,3.51400000000001,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
9,delay,52.02626872062683,6.9276,6.929999999999996,0.0,real_gantt_duration_synchronized,114.384,110.87,3.513999999999996,6,,,,,,,,,,,,fixed,3.35,,,,,,,,
10,delay,61.52231478691101,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,109.21400000000001,105.79,3.4240000000000066,12,,,,,,,,,,,,fixed,3.35,,,,,,,,
11,delay,82.92607092857361,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,103.384,101.32,2.064000000000007,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
12,delay,84.64082860946655,3.4638,3.46,0.0,real_gantt_duration_synchronized,106.844,104.78,2.063999999999993,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
13,delay,88.06627988815308,6.9276,6.93,0.0,real_gantt_duration_synchronized,113.77799999999999,109.21,4.567999999999998,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
14,delay,94.98477029800415,6.9276,6.920000000000002,0.0,real_gantt_duration_synchronized,120.698,115.04,5.657999999999987,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
15,delay,101.94333553314209,6.9276,6.93,0.0,real_gantt_duration_synchronized,127.62799999999999,121.97,5.657999999999987,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
16,delay,113.95838952064514,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,129.688,124.08,5.60799999999999,21,,,,,,,,,,,,fixed,3.35,,,,,,,,
17,delay,116.89024114608765,5.9238,5.92,0.0,real_gantt_duration_synchronized,135.60799999999998,130.01,5.597999999999985,21,,,,,,,,,,,,fixed,3.35,,,,,,,,
18,delay,122.84268450737,11.8476,11.85,0.0,real_gantt_duration_synchronized,147.458,141.86,5.597999999999985,21,,,,,,,,,,,,fixed,3.35,,,,,,,,
19,delay,132.85315608978271,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,143.79799999999997,138.25,5.547999999999973,23,,,,,,,,,,,,fixed,3.35,,,,,,,,
20,delay,134.63946437835693,3.594,3.5900000000000007,0.0,real_gantt_duration_synchronized,147.38799999999998,141.84,5.547999999999973,23,,,,,,,,,,,,fixed,3.35,,,,,,,,
