title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.58           3.58
      15       robot           0.00           8.36           8.36
      16       human           3.58           7.57           3.99
       5       human           8.36          14.29           5.92
       7       robot           8.36          16.59           8.23
       8       human          14.29          17.88           3.59
       6       human          17.88          21.34           3.46
       9       human          21.34          27.27           5.92
      11       robot          20.89          29.27           8.38
      12       human          27.27          30.73           3.46
      10       human          30.73          34.33           3.59
      17       human          34.33          40.25           5.92
      18       human          40.25          43.71           3.46
      20       robot          33.72          42.25           8.52
      19       human          43.71          47.31           3.59
      21       human          47.31          53.23           5.92
      22       human          53.23          56.85           3.62
      23       human          56.85          60.44           3.59
      24       robot          46.17          55.23           9.06
       1       human          60.44          66.37           5.92
       2       robot          59.17          68.37           9.20
       4       human          66.37          69.96           3.59
       3       human          69.96          73.58           3.62
                                         makespan:          73.58

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           2.84           2.84
      15       robot           0.00           8.36           8.36
      16       human           2.87           8.86           5.99
       5       human           8.86          14.78           5.92
       7       robot           8.55          16.78           8.23
       8       human          14.78          18.38           3.59
       6       human          18.38          21.84           3.46
       9       human          21.84          27.76           5.92
      11       robot          21.39          29.76           8.38
      12       human          27.76          31.23           3.46
      10       human          31.23          34.82           3.59
      17       human          34.82          40.74           5.92
      18       human          40.74          44.21           3.46
      20       robot          34.22          42.74           8.52
      19       human          44.21          47.80           3.59
      21       human          47.80          53.73           5.92
      22       human          53.73          57.35           3.62
      23       human          57.35          60.94           3.59
      24       robot          46.67          55.73           9.06
       1       human          60.94          66.86           5.92
       2       robot          59.66          68.86           9.20
       4       human          66.86          70.46           3.59
       3       human          70.46          74.08           3.62
                                         makespan:          74.08

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           2.84           2.84
      15       robot           0.00           8.86           8.86
      16       human           2.87          12.85           9.98
       5       human          12.85          18.77           5.92
       7       robot          12.54          20.77           8.23
       8       human          18.77          22.37           3.59
       6       human          22.37          25.83           3.46
       9       human          25.83          31.76           5.92
      11       robot          25.38          33.76           8.38
      12       human          31.76          35.22           3.46
      10       human          35.22          38.81           3.59
      17       human          38.81          44.74           5.92
      18       human          44.74          48.20           3.46
      20       robot          38.21          46.74           8.52
      19       human          48.20          51.80           3.59
      21       human          51.80          57.72           5.92
      22       human          57.72          61.34           3.62
      23       human          61.34          64.93           3.59
      24       robot          50.66          59.72           9.06
       1       human          64.93          70.86           5.92
