title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.58           3.58
      15       robot           0.00           8.36           8.36
      16       human           3.58           7.57           3.99
       5       human           8.36          14.29           5.92
       7       robot           8.36          16.59           8.23
       8       human          14.29          17.88           3.59
       6       human          17.88          21.34           3.46
       9       human          21.34          27.27           5.92
      11       robot          20.89          29.27           8.38
      12       human          27.27          30.73           3.46
      10       human          30.73          34.33           3.59
      17       human          34.33          40.25           5.92
      19       human          40.25          43.84           3.59
      20       robot          33.72          42.25           8.52
      18       human          43.84          47.31           3.46
      21       human          47.31          53.23           5.92
      22       human          53.23          56.85           3.62
      23       human          56.85          60.44           3.59
      24       robot          46.17          55.23           9.06
       1       human          60.44          66.37           5.92
       4       human          66.37          69.96           3.59
       3       human          69.96          73.58           3.62
       2       robot          59.17          68.37           9.20
                                         makespan:          73.58

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.03           3.03
      15       robot           0.00           8.36           8.36
      16       human           3.05           9.04           5.99
       5       human           9.04          14.96           5.92
       7       robot           8.73          16.96           8.23
       8       human          14.96          18.56           3.59
       6       human          18.56          22.02           3.46
       9       human          22.02          27.95           5.92
      11       robot          21.57          29.95           8.38
      12       human          27.95          31.41           3.46
      10       human          31.41          35.00           3.59
      17       human          35.00          40.93           5.92
      19       human          40.93          44.52           3.59
      20       robot          34.40          42.93           8.52
      18       human          44.52          47.99           3.46
      21       human          47.99          53.91           5.92
      22       human          53.91          57.53           3.62
      23       human          57.53          61.12           3.59
      24       robot          46.85          55.91           9.06
       1       human          61.12          67.05           5.92
       4       human          67.05          70.64           3.59
       3       human          70.64          74.26           3.62
       2       robot          59.84          69.05           9.20
                                         makespan:          74.26

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.03           3.03
      15       robot           0.00           9.07           9.07
      16       human           3.05          13.03           9.98
       5       human          13.03          18.96           5.92
       7       robot          12.73          20.96           8.23
       8       human          18.96          22.55           3.59
       6       human          22.55          26.02           3.46
       9       human          26.02          31.94           5.92
      11       robot          25.56          33.94           8.38
      12       human          31.94          35.40           3.46
      10       human          35.40          39.00           3.59
      17       human          39.00          44.92           5.92
      19       human          44.92          48.51           3.59
      20       robot          38.40          46.92           8.52
      18       human          48.51          51.98           3.46
      21       human          51.98          57.90           5.92
      22       human          57.90          61.52           3.62
      23       human          61.52          65.12           3.59
      24       robot          50.84          59.90           9.06
       1       human          65.12          71.04           5.92
       4       human          71.04          74.63           3.59
       3       human          74.63          78.25           3.62
       2       robot          63.84          73.04           9.20
                                         makespan:          78.25

title: dynamic scheduling 3
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.03           3.03
      15       robot           0.00           9.73           9.73
      16       human           3.05           9.73           6.68
       5       human           9.79          14.43           4.64
       7       robot          12.77          21.00           8.23
       8       human          14.46          19.85           5.39
       6       human          19.85          23.31           3.46
       9       human          23.31          29.24           5.92
      11       robot          22.86          31.24           8.38
      10       human          29.24          32.83           3.59
      12       human          32.83          36.30           3.46
      17       human          36.30          42.22           5.92
      19       human          42.22          45.81           3.59
      20       robot          35.70          44.22           8.52
      18       human          45.81          49.28           3.46
      21       human          49.28          55.20           5.92
      22       human          55.20          58.82           3.62
      23       human          58.82          62.41           3.59
      24       robot          48.14          57.20           9.06
       1       human          62.41          68.34           5.92
       4       human          68.34          71.93           3.59
       3       human          71.93          75.55           3.62
       2       robot          61.14          70.34           9.20
                                         makespan:          75.55

title: final timeline
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.03           3.03
      15       robot           0.00           9.73           9.73
      16       human           3.05           9.73           6.68
       5       human           9.79          14.43           4.64
       7       robot          12.77          21.36           8.59
       8       human          14.46          18.90           4.44
       6       human          18.92          21.43           2.51
       9       human          21.51          25.99           4.48
      11       robot          22.90          32.56           9.66
      10       human          26.02          29.01           3.00
      12       human          29.04          31.98           2.94
      17       human          32.56          37.81           5.24
      19       human          37.84          41.02           3.18
      20       robot          35.74          45.20           9.46
      18       human          41.06          44.03           2.97
      21       human          45.20          49.06           3.86
      22       human          49.08          52.61           3.53
      23       human          52.64          55.28           2.64
      24       robot          48.19          58.07           9.88
       1       human          58.07          62.49           4.42
       4       human          62.51          65.28           2.77
       3       human          65.30          68.02           2.73
       2       robot          61.17          71.34          10.17
                                         makespan:          71.34

