step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,27.930541038513184,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,75.4094,72.08,3.329400000000007,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,29.701547384262085,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,78.9994,75.68,3.3193999999999875,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,43.34659719467163,1.79,1.79,1.79,human_delay_task_uses_real_observed_duration,standard,,5.37,5.37,78.67939999999999,74.57,4.109399999999994,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,delay,47.86027431488037,1.6689,1.67,1.67,human_delay_task_uses_real_observed_duration,standard,,5.01,5.01,79.62159999999999,75.57,4.051599999999993,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
5,delay,49.54167032241821,3.3378,3.33,3.33,human_delay_task_uses_real_observed_duration,standard,,8.34,8.34,82.9516,78.91,4.0416000000000025,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,59.23161029815674,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,83.0178,77.68,5.337799999999987,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,61.037724018096924,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,86.47779999999999,81.14,5.337799999999987,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,65.63665080070496,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,85.8138,80.55,5.263800000000003,19,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,75.14176321029663,1.8096,1.8099999999999996,1.8099999999999996,human_delay_task_uses_real_observed_duration,standard,,5.43,5.43,87.3046,80.51,6.794599999999988,22,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,79.57205557823181,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,88.0706,81.35,6.720600000000005,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
11,delay,81.44679522514343,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,91.6606,84.95,6.7105999999999995,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
12,delay,85.03692030906677,7.188,7.190000000000001,7.190000000000001,human_delay_task_uses_real_observed_duration,standard,,16.17,16.17,98.8506,92.14,6.7105999999999995,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
13,delay,92.16597199440002,7.188,7.189999999999998,7.189999999999998,human_delay_task_uses_real_observed_duration,standard,,23.36,23.36,106.0406,99.32,6.720600000000005,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
