step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.79,1.79,69.62,14,3.58,5.37,3.58,1.79,,,,
2,delay,1.8096,1.8099999999999996,68.72,22,3.62,5.43,3.62,1.8099999999999996,,,,
3,delay,3.6192,3.620000000000001,72.34,22,5.43,9.05,3.62,5.430000000000001,,,,
4,delay,7.2384,7.239999999999998,76.62,22,9.05,16.29,3.62,12.669999999999998,,,,
5,delay,7.2384,7.23,83.22,22,16.29,23.52,3.62,19.9,,,,
