step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.8096,1.8099999999999996,73.46,3,3.62,5.43,3.62,1.8099999999999996,,,,
2,delay,1.797,1.7999999999999998,70.9,10,3.59,5.39,3.59,1.7999999999999998,,,,
3,delay,2.9619,2.9700000000000006,72.97,13,5.92,8.89,5.92,2.9700000000000006,,,,
4,delay,1.6689,1.67,73.02,15,3.34,5.01,3.34,1.67,,,,
5,delay,2.9619,2.9700000000000006,75.09,17,5.92,8.89,5.92,2.9700000000000006,,,,
6,delay,1.8096,1.8099999999999996,73.06,22,3.62,5.43,3.62,1.8099999999999996,,,,
7,delay,1.797,1.7999999999999998,73.78,23,3.59,5.39,3.59,1.7999999999999998,,,,
