step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.9965,2.0,74.53,2,3.99,5.99,3.99,2.0,,,,
2,delay,1.7319,1.7400000000000002,73.98,6,3.46,5.2,3.46,1.7400000000000002,,,,
3,delay,3.4638,3.46,77.45,6,5.2,8.66,3.46,5.2,,,,
4,delay,1.797,1.7999999999999998,74.38,10,3.59,5.39,3.59,1.7999999999999998,,,,
5,delay,1.79,1.79,74.45,14,3.58,5.37,3.58,1.79,,,,
6,delay,1.7319,1.7400000000000002,73.2,18,3.46,5.2,3.46,1.7400000000000002,,,,
7,delay,3.4638,3.46,76.66,18,5.2,8.66,3.46,5.2,,,,
8,order,0.0,5.18,76.64,,,,,,18,19,5.18,5.2
