step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,16.76665210723877,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,75.46940000000001,73.91,1.5594000000000108,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,18.579547882080078,3.594,3.6000000000000005,3.6000000000000005,human_delay_task_uses_real_observed_duration,standard,,8.99,8.99,79.0694,77.5,1.5694000000000017,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,22.93627429008484,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,78.0556,76.55,1.5056000000000012,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,delay,24.63651752471924,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,81.5156,80.01,1.5056000000000012,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
5,delay,35.605297565460205,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,81.9216,79.74,2.181600000000003,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,37.41756463050842,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,85.5116,83.34,2.171599999999998,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,61.6488983631134,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,85.7478,80.07,5.677800000000005,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,63.436238050460815,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,89.2078,83.54,5.6678,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,69.67500305175781,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,90.19380000000001,84.59,5.603800000000007,19,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,78.75796961784363,1.8096,1.8099999999999996,1.8099999999999996,human_delay_task_uses_real_observed_duration,standard,,5.43,5.43,91.97460000000001,84.15,7.824600000000004,22,,,,,,,,,,,,fixed,3.39,,,,,,,,
11,delay,80.621253490448,3.6192,3.620000000000001,3.620000000000001,human_delay_task_uses_real_observed_duration,standard,,9.05,9.05,95.5946,87.77,7.824600000000004,22,,,,,,,,,,,,fixed,3.39,,,,,,,,
