title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.58           3.58
      15       robot           0.00           8.36           8.36
      16       human           3.58           7.57           3.99
       5       human           8.36          14.29           5.92
       7       robot           8.36          16.59           8.23
       6       human          14.29          17.75           3.46
       8       human          17.75          21.34           3.59
       1       human          21.34          27.27           5.92
       2       robot          20.21          29.27           9.06
       3       human          27.27          30.89           3.62
       4       human          30.89          34.48           3.59
      17       human          34.48          40.40           5.92
      20       robot          34.03          42.40           8.38
      18       human          40.40          43.87           3.46
      19       human          43.87          47.46           3.59
      21       human          47.46          53.39           5.92
      22       human          53.39          57.01           3.62
      23       human          57.01          60.60           3.59
      24       robot          46.18          55.39           9.20
       9       human          60.60          66.52           5.92
      10       human          66.52          70.12           3.59
      11       robot          60.00          68.52           8.52
      12       human          70.12          73.58           3.46
                                         makespan:          73.58

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.10           3.10
      15       robot           0.00           9.49           9.49
      16       human           3.13           7.14           4.02
       5       human           9.49          14.14           4.65
       7       robot           9.51          18.74           9.22
       6       human          14.18          16.76           2.58
       8       human          16.80          22.19           5.39
       1       human          22.19          28.11           5.92
       2       robot          20.23          30.11           9.88
       3       human          28.11          31.73           3.62
       4       human          31.73          35.33           3.59
      17       human          35.33          41.25           5.92
      20       robot          34.87          43.25           8.38
      18       human          41.25          44.71           3.46
      19       human          44.71          48.31           3.59
      21       human          48.31          54.23           5.92
      22       human          54.23          57.85           3.62
      23       human          57.85          61.44           3.59
      24       robot          47.03          56.23           9.20
       9       human          61.44          67.37           5.92
      10       human          67.37          70.96           3.59
      11       robot          60.84          69.37           8.52
      12       human          70.96          74.43           3.46
                                         makespan:          74.43

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.10           3.10
      15       robot           0.00           9.49           9.49
      16       human           3.13           7.14           4.02
       5       human           9.49          14.14           4.65
       7       robot           9.51          18.74           9.22
       6       human          14.18          16.76           2.58
       8       human          16.80          21.28           4.48
       1       human          21.39          30.28           8.89
       2       robot          20.23          32.28          12.05
       3       human          30.28          33.90           3.62
       4       human          33.90          37.49           3.59
      17       human          37.49          43.42           5.92
      20       robot          37.04          45.42           8.38
      18       human          43.42          46.88           3.46
      19       human          46.88          50.47           3.59
      21       human          50.47          56.40           5.92
      22       human          56.40          60.02           3.62
      23       human          60.02          63.61           3.59
      24       robot          49.20          58.40           9.20
       9       human          63.61          69.53           5.92
      10       human          69.53          73.13           3.59
      11       robot          63.01          71.53           8.52
      12       human          73.13          76.59           3.46
                                         makespan:          76.59

title: dynamic scheduling 3
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.10           3.10
      15       robot           0.00           9.49           9.49
      16       human           3.13           7.14           4.02
       5       human           9.49          14.14           4.65
       7       robot           9.51          18.74           9.22
       6       human          14.18          16.76           2.58
       8       human          16.80          21.28           4.48
       1       human          21.39          28.69           7.29
       2       robot          20.23          31.83          11.60
       3       human          28.71          31.83           3.11
       4       human          31.87          34.38           2.50
      17       human          34.44          39.75           5.31
      20       robot          37.08          46.57           9.49
      18       human          39.79          42.73           2.94
      19       human          42.76          45.25           2.49
      21       human          46.57          51.68           5.11
      22       human          51.71          54.63           2.92
      23       human          54.66          60.05           5.39
      24       robot          49.22          58.42           9.20
       9       human          60.05          65.97           5.92
      10       human          65.97          69.56           3.59
      11       robot          59.45          67.97           8.52
      12       human          69.56          73.03           3.46
                                         makespan:          73.03

title: final timeline
 task ID       agent     start_time    finish_time       duration
      14       human           0.00           3.10           3.10
      15       robot           0.00           9.49           9.49
      16       human           3.13           7.14           4.02
       5       human           9.49          14.14           4.65
       7       robot           9.51          18.74           9.22
       6       human          14.18          16.76           2.58
       8       human          16.80          21.28           4.48
       1       human          21.39          28.69           7.29
       2       robot          20.23          31.83          11.60
       3       human          28.71          31.83           3.11
       4       human          31.87          34.38           2.50
      17       human          34.44          39.75           5.31
      20       robot          37.08          46.57           9.49
      18       human          39.79          42.73           2.94
      19       human          42.76          45.25           2.49
      21       human          46.57          51.68           5.11
      22       human          51.71          54.63           2.92
      23       human          54.66          58.93           4.27
      24       robot          49.22          59.35          10.14
       9       human          59.35          64.10           4.75
      10       human          64.13          67.07           2.94
      11       robot          59.48          69.47           9.99
      12       human          67.10          70.41           3.32
                                         makespan:          70.41

