step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,order,0.0,0.0,72.38,,,,,,6,8,0.0,0.3899999999999997
2,delay,1.797,1.7999999999999998,71.83,10,3.59,5.39,3.59,1.7999999999999998,,,,
3,delay,3.594,3.5900000000000007,75.43,10,5.39,8.98,3.59,5.390000000000001,,,,
4,delay,7.188,7.190000000000001,80.28,10,8.98,16.17,3.59,12.580000000000002,,,,
