step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.7319,1.7400000000000002,74.65,6,3.46,5.2,3.46,1.7400000000000002,,,,
2,delay,2.9619,2.9700000000000006,75.31,9,5.92,8.89,5.92,2.9700000000000006,,,,
3,delay,1.797,1.7999999999999998,75.63,10,3.59,5.39,3.59,1.7999999999999998,,,,
4,delay,2.9619,2.9700000000000006,77.47,13,5.92,8.89,5.92,2.9700000000000006,,,,
