step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.8096,1.8099999999999996,73.62,3,3.62,5.43,3.62,1.8099999999999996,,,,
2,delay,1.797,1.7999999999999998,74.12,8,3.59,5.39,3.59,1.7999999999999998,,,,
3,delay,1.7319,1.7400000000000002,72.61,12,3.46,5.2,3.46,1.7400000000000002,,,,
4,order,0.0,0.9900000000000002,71.86,,,,,,12,10,0.9900000000000002,1.7400000000000002
5,delay,1.6689,1.67,72.21,15,3.34,5.01,3.34,1.67,,,,
6,delay,1.7319,1.7400000000000002,70.89,18,3.46,5.2,3.46,1.7400000000000002,,,,
7,order,0.0,1.2199999999999998,70.37,,,,,,18,19,1.2199999999999998,1.7400000000000002
