step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.79,1.79,70.67,14,3.58,5.37,3.58,1.79,,,,
2,delay,3.58,3.579999999999999,74.25,14,5.37,8.95,3.58,5.369999999999999,,,,
3,delay,7.16,7.16,79.43,14,8.95,16.11,3.58,12.53,,,,
4,delay,2.9619,2.9700000000000006,80.94,21,5.92,8.89,5.92,2.9700000000000006,,,,
