case_id,status,error,num_events,offline_makespan,initial_offline_best_cost,initial_real_nores_baseline_makespan,final_nores_makespan,final_dynamic_makespan,final_nores_minus_dynamic,events_csv,gantt_txt,output_dir,summary_csv,comparison_gantt_data,event_delay_report,final_comparison_png
20260618_173434,ok,,17,72.63,72.63,72.59,103.88399999999999,100.89,2.9939999999999856,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_173434.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_173434.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_173434,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_173434\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_173434\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_173434\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_173434\comparison_gantt.png
20260618_174248,ok,,7,72.63,72.63,72.59,82.91380000000001,81.6,1.3138000000000147,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_174248.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_174248.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_174248,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_174248\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_174248\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_174248\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_174248\comparison_gantt.png
20260618_175053,ok,,2,72.63,72.63,72.59,67.81,68.72,-0.9099999999999966,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_175053.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_175053.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175053,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175053\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175053\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175053\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175053\comparison_gantt.png
20260618_175805,ok,,4,72.63,72.63,72.59,69.53,72.61,-3.0799999999999983,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_175805.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_175805.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175805,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175805\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175805\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175805\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_175805\comparison_gantt.png
20260618_180614,ok,,4,72.63,72.63,72.59,85.1592,81.6,3.559200000000004,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_180614.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_180614.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_180614,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_180614\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_180614\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_180614\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_180614\comparison_gantt.png
20260618_182135,ok,,2,72.63,72.63,72.59,68.3,69.1,-0.7999999999999972,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_182135.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_182135.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182135,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182135\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182135\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182135\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182135\comparison_gantt.png
20260618_182902,ok,,5,72.63,72.63,72.59,86.94399999999999,81.43,5.513999999999982,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_182902.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_182902.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182902,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182902\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182902\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182902\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_182902\comparison_gantt.png
20260618_183455,ok,,8,72.63,72.63,72.59,87.0978,84.13,2.967800000000011,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260618_183455.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260618_183455.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_183455,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_183455\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_183455\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_183455\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260618_183455\comparison_gantt.png
20260621_170757,ok,,1,72.63,72.63,72.59,67.85,65.35,2.5,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_170757.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_170757.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_170757,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_170757\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_170757\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_170757\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_170757\comparison_gantt.png
20260621_171234,ok,,1,72.63,72.63,72.59,67.93,65.52,2.410000000000011,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_171234.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_171234.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171234,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171234\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171234\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171234\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171234\comparison_gantt.png
20260621_171649,ok,,1,72.63,72.63,72.59,67.84,65.87,1.9699999999999989,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_171649.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_171649.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171649,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171649\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171649\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171649\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_171649\comparison_gantt.png
20260621_172052,ok,,0,72.63,72.63,72.59,67.72,67.72,0.0,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_172052.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_172052.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172052,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172052\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172052\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172052\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172052\comparison_gantt.png
20260621_172604,ok,,1,72.63,72.63,72.59,67.71000000000001,63.7,4.010000000000005,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_172604.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_172604.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172604,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172604\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172604\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172604\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_172604\comparison_gantt.png
20260621_173643,ok,,7,72.63,72.63,72.59,73.94780000000002,67.6,6.347800000000021,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_173643.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_173643.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_173643,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_173643\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_173643\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_173643\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_173643\comparison_gantt.png
20260621_174256,ok,,2,72.63,72.63,72.59,72.9992,69.32,3.6792000000000087,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_174256.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_174256.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174256,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174256\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174256\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174256\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174256\comparison_gantt.png
20260621_174800,ok,,10,72.63,72.63,72.59,78.45,79.2,-0.75,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_174800.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_174800.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174800,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174800\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174800\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174800\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_174800\comparison_gantt.png
20260621_175246,ok,,0,72.63,72.63,72.59,67.92,67.96,-0.03999999999999204,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_175246.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_175246.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_175246,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_175246\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_175246\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_175246\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_175246\comparison_gantt.png
20260621_180040,ok,,13,72.63,72.63,72.59,94.09000000000002,95.25,-1.1599999999999824,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_180040.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_180040.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_180040,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_180040\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_180040\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_180040\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_180040\comparison_gantt.png
20260621_183301,ok,,5,72.63,72.63,72.59,81.63780000000001,80.65,0.9878000000000071,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_183301.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_183301.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183301,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183301\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183301\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183301\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183301\comparison_gantt.png
20260621_183749,ok,,4,72.63,72.63,72.59,70.4238,66.71,3.713800000000006,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_183749.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_183749.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183749,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183749\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183749\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183749\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_183749\comparison_gantt.png
20260621_184824,ok,,2,72.63,72.63,72.59,68.07,63.33,4.739999999999995,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_184824.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_184824.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_184824,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_184824\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_184824\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_184824\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_184824\comparison_gantt.png
20260621_185411,ok,,1,72.63,72.63,72.59,68.34,67.65,0.6899999999999977,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_185411.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_185411.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_185411,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_185411\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_185411\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_185411\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_185411\comparison_gantt.png
20260621_191117,ok,,4,72.63,72.63,72.59,78.4078,78.27,0.1377999999999986,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_191117.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_191117.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191117,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191117\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191117\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191117\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191117\comparison_gantt.png
20260621_191926,ok,,2,72.63,72.63,72.59,71.26,70.47,0.7900000000000063,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_191926.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_191926.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191926,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191926\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191926\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191926\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_191926\comparison_gantt.png
20260621_192651,ok,,3,72.63,72.63,72.59,70.9592,65.61,5.349199999999996,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_192651.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_192651.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_192651,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_192651\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_192651\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_192651\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_192651\comparison_gantt.png
20260621_193120,ok,,0,72.63,72.63,72.59,68.39,68.42,-0.030000000000001137,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_193120.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_193120.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193120,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193120\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193120\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193120\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193120\comparison_gantt.png
20260621_193635,ok,,4,72.63,72.63,72.59,70.07,70.58,-0.5100000000000051,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_193635.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_193635.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193635,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193635\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193635\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193635\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_193635\comparison_gantt.png
20260621_212643,ok,,1,72.63,72.63,72.59,67.85,66.56,1.289999999999992,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_212643.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_212643.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_212643,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_212643\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_212643\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_212643\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_212643\comparison_gantt.png
20260621_213147,ok,,7,72.63,72.63,72.59,71.92999999999999,72.59,-0.6600000000000108,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_213147.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_213147.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_213147,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_213147\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_213147\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_213147\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_213147\comparison_gantt.png
20260621_214416,ok,,7,72.63,72.63,72.59,80.7778,81.42,-0.6422000000000025,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_214416.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_214416.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214416,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214416\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214416\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214416\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214416\comparison_gantt.png
20260621_214951,ok,,4,72.63,72.63,72.59,77.59,74.04,3.549999999999997,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_214951.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_214951.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214951,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214951\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214951\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214951\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_214951\comparison_gantt.png
20260621_220456,ok,,10,72.63,72.63,72.59,81.25,82.63,-1.3799999999999955,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_220456.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_220456.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220456,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220456\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220456\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220456\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220456\comparison_gantt.png
20260621_220936,ok,,8,72.63,72.63,72.59,93.46999999999998,96.74,-3.2700000000000102,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_220936.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_220936.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220936,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220936\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220936\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220936\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_220936\comparison_gantt.png
20260621_221335,ok,,5,72.63,72.63,72.59,72.43000000000002,75.4,-2.9699999999999847,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_221335.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_221335.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221335,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221335\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221335\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221335\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221335\comparison_gantt.png
20260621_221747,ok,,6,72.63,72.63,72.59,70.16,71.03,-0.8700000000000045,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_221747.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_221747.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221747,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221747\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221747\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221747\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_221747\comparison_gantt.png
20260621_222241,ok,,3,72.63,72.63,72.59,70.31,66.91,3.4000000000000057,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_222241.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_222241.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222241,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222241\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222241\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222241\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222241\comparison_gantt.png
20260621_222707,ok,,1,72.63,72.63,72.59,68.34,68.64,-0.29999999999999716,C:\Users\c2466\Desktop\task_monitor\data\dynamic_events_20260621_222707.csv,C:\Users\c2466\Desktop\task_monitor\data\gantt_data_20260621_222707.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222707,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222707\real_nores_summary.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222707\comparison_gantt_data.txt,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222707\real_event_delay_report.csv,C:\Users\c2466\Desktop\task_monitor\batch_real_nores_outputs\20260621_222707\comparison_gantt.png
