step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,4.035185098648071,1.9965,2.0,2.0,human_delay_task_uses_real_observed_duration,standard,,5.99,5.99,74.5326,74.53,0.002600000000001046,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,6.071390867233276,3.993,3.99,3.99,human_delay_task_uses_real_observed_duration,standard,,9.98,9.98,78.5226,78.53,-0.00740000000000407,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,10.033149480819702,7.986,7.989999999999998,7.989999999999998,human_delay_task_uses_real_observed_duration,standard,,17.97,17.97,86.5126,83.19,3.3226000000000084,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,delay,17.970889568328857,7.986,7.98,7.98,human_delay_task_uses_real_observed_duration,standard,,25.95,25.95,94.4926,90.88,3.6126000000000005,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
5,delay,31.853379249572754,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,93.0688,89.05,4.018799999999999,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,44.91827130317688,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,93.90480000000001,89.08,4.82480000000001,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,55.95655584335327,1.79,1.79,1.79,human_delay_task_uses_real_observed_duration,standard,,5.37,5.37,94.6048,87.15,7.454799999999992,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,57.714659452438354,3.58,3.579999999999999,3.579999999999999,human_delay_task_uses_real_observed_duration,standard,,8.95,8.95,98.1848,90.73,7.454799999999992,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,68.75645136833191,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,97.591,87.19,10.400999999999996,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,70.48742175102234,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,101.05099999999999,90.66,10.390999999999991,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
