step_idx,failure_type,csv_delay_time,actual_incremental_delay,dynamic_makespan_after_event,target_task,duration_before,duration_after,standard_duration,actual_delay_vs_standard_after,t1,t2,observed_order_extra_delay,released_previous_delay
1,delay,1.9965,2.0,74.53,2,3.99,5.99,3.99,2.0,,,,
2,delay,1.8096,1.8099999999999996,75.1,3,3.62,5.43,3.62,1.8099999999999996,,,,
3,delay,2.9619,2.9700000000000006,77.16,5,5.92,8.89,5.92,2.9700000000000006,,,,
4,delay,1.797,1.7999999999999998,74.44,10,3.59,5.39,3.59,1.7999999999999998,,,,
5,delay,3.594,3.5900000000000007,78.04,10,5.39,8.98,3.59,5.390000000000001,,,,
6,delay,7.188,7.190000000000001,82.86,10,8.98,16.17,3.59,12.580000000000002,,,,
7,delay,7.188,7.189999999999998,88.95,10,16.17,23.36,3.59,19.77,,,,
