title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           3.99           3.99
       3       human           3.99           7.61           3.62
       4       robot           0.00           7.71           7.71
       5       human           7.71          13.63           5.92
       8       human          13.63          17.22           3.59
       6       human          17.22          20.69           3.46
       7       robot           7.71          15.94           8.23
       9       human          20.69          26.61           5.92
      10       human          26.61          30.20           3.59
      11       robot          20.23          28.61           8.38
      12       human          30.20          33.67           3.46
      13       human          33.67          39.59           5.92
      15       human          39.59          42.93           3.34
      16       robot          32.54          41.59           9.06
      14       human          42.93          46.51           3.58
      17       human          46.51          52.43           5.92
      18       human          52.43          55.90           3.46
      19       human          55.90          59.49           3.59
      20       robot          45.91          54.43           8.52
      21       human          59.49          65.42           5.92
      22       human          65.42          69.03           3.62
      24       robot          58.21          67.42           9.20
      23       human          69.03          72.63           3.59
                                         makespan:          72.63

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          52.48           5.20
      20       robot          45.94          54.46           8.52
      19       human          52.48          56.07           3.59
      21       human          56.07          62.00           5.92
      22       human          62.00          65.61           3.62
      24       robot          54.79          64.00           9.20
      23       human          65.61          69.21           3.59
                                         makespan:          69.21

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          55.94           8.66
      20       robot          45.94          54.46           8.52
      19       human          55.94          59.54           3.59
      21       human          59.54          65.46           5.92
      22       human          65.46          69.08           3.62
      24       robot          58.26          67.46           9.20
      23       human          69.08          72.67           3.59
                                         makespan:          72.67

title: dynamic scheduling 3
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          62.87          15.59
      20       robot          45.94          55.98          10.05
      19       robot          55.98          63.84           7.86
      21       human          63.84          69.76           5.92
      22       human          69.76          73.38           3.62
      24       robot          63.84          73.04           9.20
      23       human          73.38          76.98           3.59
                                         makespan:          76.98

title: dynamic scheduling 4
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          69.80          22.51
      20       robot          45.94          56.20          10.26
      19       robot          56.23          64.08           7.86
      21       human          69.80          75.72           5.92
      22       human          75.72          79.34           3.62
      24       robot          68.52          77.72           9.20
      23       human          79.34          82.93           3.59
                                         makespan:          82.93

title: dynamic scheduling 5
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          76.72          29.44
      20       robot          45.94          56.20          10.26
      19       robot          56.23          65.72           9.49
      21       human          76.72          82.65           5.92
      24       robot          68.52          84.65          16.13
      22       human          82.65          86.27           3.62
      23       human          86.27          89.86           3.59
                                         makespan:          89.86

title: dynamic scheduling 6
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          71.04          23.76
      20       robot          45.94          56.20          10.26
      19       robot          56.23          65.72           9.49
      21       human          71.14          80.02           8.89
      24       robot          68.52          82.02          13.50
      22       human          80.02          83.64           3.62
      23       human          83.64          87.24           3.59
                                         makespan:          87.24

title: dynamic scheduling 7
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
      14       human          37.25          40.05           2.79
      17       human          42.58          47.26           4.68
      18       human          47.28          71.04          23.76
      20       robot          45.94          56.20          10.26
      19       robot          56.23          65.72           9.49
      21       human          71.14          85.95          14.81
      24       robot          68.52          87.95          19.42
      22       human          85.95          89.57           3.62
      23       human          89.57          93.16           3.59
                                         makespan:          93.16

title: final timeline
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.62           2.62
       3       human           2.64           5.31           2.66
       4       robot           0.00           9.10           9.10
       5       human           9.10          13.41           4.30
       8       human          13.44          15.85           2.42
       6       human          15.92          18.00           2.08
       7       robot           9.13          17.73           8.60
       9       human          18.06          22.46           4.39
      10       human          22.51          25.12           2.61
      11       robot          20.24          29.72           9.48
      12       human          25.16          26.12           0.96
      13       human          29.72          34.17           4.45
      15       human          34.20          37.23           3.03
      16       robot          32.59          42.58           9.98
