title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           3.99           3.99
       3       human           3.99           7.61           3.62
       4       robot           0.00           7.71           7.71
       5       human           7.71          13.63           5.92
       8       human          13.63          17.22           3.59
       7       robot           7.71          15.94           8.23
       6       human          17.22          20.69           3.46
       9       human          20.69          26.61           5.92
      10       human          26.61          30.20           3.59
      11       robot          20.23          28.61           8.38
      12       human          30.20          33.67           3.46
      13       human          33.67          39.59           5.92
      15       human          39.59          42.93           3.34
      14       human          42.93          46.51           3.58
      16       robot          32.54          41.59           9.06
      17       human          46.51          52.43           5.92
      18       human          52.43          55.90           3.46
      19       human          55.90          59.49           3.59
      20       robot          45.91          54.43           8.52
      21       human          59.49          65.42           5.92
      24       robot          58.21          67.42           9.20
      23       human          65.42          69.01           3.59
      22       human          69.01          72.63           3.62
                                         makespan:          72.63

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           5.99           5.99
       4       robot           0.00           7.71           7.71
       3       human           5.99           9.61           3.62
       5       human           9.61          15.53           5.92
       8       human          15.53          19.13           3.59
       7       robot           9.30          17.53           8.23
       6       human          19.13          22.59           3.46
       9       human          22.59          28.51           5.92
      10       human          28.51          32.11           3.59
      11       robot          22.14          30.51           8.38
      12       human          32.11          35.57           3.46
      13       human          35.57          41.50           5.92
      15       human          41.50          44.83           3.34
      14       human          44.83          48.41           3.58
      16       robot          34.44          43.50           9.06
      17       human          48.41          54.34           5.92
      18       human          54.34          57.80           3.46
      19       human          57.80          61.40           3.59
      20       robot          47.81          56.34           8.52
      21       human          61.40          67.32           5.92
      24       robot          60.12          69.32           9.20
      23       human          67.32          70.91           3.59
      22       human          70.91          74.53           3.62
                                         makespan:          74.53

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.43           8.43
       3       human           4.75          10.18           5.43
       5       human          10.18          16.10           5.92
       8       human          16.10          19.70           3.59
       7       robot           9.87          18.10           8.23
       6       human          19.70          23.16           3.46
       9       human          23.16          29.08           5.92
      10       human          29.08          32.68           3.59
      11       robot          22.71          31.08           8.38
      12       human          32.68          36.14           3.46
      13       human          36.14          42.06           5.92
      15       human          42.06          45.40           3.34
      14       human          45.40          48.98           3.58
      16       robot          35.01          44.06           9.06
      17       human          48.98          54.91           5.92
      18       human          54.91          58.37           3.46
      19       human          58.37          61.96           3.59
      20       robot          48.38          56.91           8.52
      21       human          61.96          67.89           5.92
      24       robot          60.69          69.89           9.20
      23       human          67.89          71.48           3.59
      22       human          71.48          75.10           3.62
                                         makespan:          75.10

title: dynamic scheduling 3
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.58           8.58
       3       human           4.75           9.15           4.40
       5       human           9.28          18.16           8.89
       7       robot           9.90          20.16          10.27
       8       human          18.16          21.76           3.59
       6       human          21.76          25.22           3.46
       9       human          25.22          31.15           5.92
      10       human          31.15          34.74           3.59
      11       robot          24.77          33.15           8.38
      12       human          34.74          38.20           3.46
      13       human          38.20          44.13           5.92
      15       human          44.13          47.47           3.34
      14       human          47.47          51.05           3.58
      16       robot          37.07          46.13           9.06
      17       human          51.05          56.97           5.92
      18       human          56.97          60.43           3.46
      19       human          60.43          64.03           3.59
      20       robot          50.45          58.97           8.52
      21       human          64.03          69.95           5.92
      24       robot          62.75          71.95           9.20
      23       human          69.95          73.54           3.59
      22       human          73.54          77.16           3.62
                                         makespan:          77.16

title: dynamic scheduling 4
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.58           8.58
       3       human           4.75           9.15           4.40
       5       human           9.28          16.67           7.39
       7       robot           9.90          20.49          10.59
       8       human          16.68          19.50           2.81
       6       human          19.51          22.02           2.51
       9       human          22.08          26.61           4.53
      10       human          26.63          32.02           5.39
      11       robot          24.86          33.24           8.38
      12       human          32.02          35.48           3.46
      13       human          35.48          41.41           5.92
      15       human          41.41          44.74           3.34
      14       human          44.74          48.32           3.58
      16       robot          34.35          43.41           9.06
      17       human          48.32          54.25           5.92
      18       human          54.25          57.71           3.46
      19       human          57.71          61.31           3.59
      20       robot          47.72          56.25           8.52
      21       human          61.31          67.23           5.92
      24       robot          60.03          69.23           9.20
      23       human          67.23          70.82           3.59
      22       human          70.82          74.44           3.62
                                         makespan:          74.44

title: dynamic scheduling 5
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.58           8.58
       3       human           4.75           9.15           4.40
       5       human           9.28          16.67           7.39
       7       robot           9.90          20.49          10.59
       8       human          16.68          19.50           2.81
       6       human          19.51          22.02           2.51
       9       human          22.08          26.61           4.53
      10       human          26.63          35.61           8.98
      11       robot          24.86          33.24           8.38
      12       human          35.61          39.08           3.46
      13       human          39.08          45.00           5.92
      15       human          45.00          48.34           3.34
      14       human          48.34          51.92           3.58
      16       robot          37.94          47.00           9.06
      17       human          51.92          57.84           5.92
      18       human          57.84          61.31           3.46
      19       human          61.31          64.90           3.59
      20       robot          51.32          59.84           8.52
      21       human          64.90          70.82           5.92
      24       robot          63.62          72.82           9.20
      23       human          70.82          74.42           3.59
      22       human          74.42          78.04           3.62
                                         makespan:          78.04

title: dynamic scheduling 6
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.58           8.58
       3       human           4.75           9.15           4.40
       5       human           9.28          16.67           7.39
       7       robot           9.90          20.49          10.59
       8       human          16.68          19.50           2.81
       6       human          19.51          22.02           2.51
       9       human          22.08          26.61           4.53
      10       human          26.63          42.80          16.17
      11       robot          24.86          34.69           9.83
      12       robot          35.62          43.90           8.28
      13       human          43.90          49.83           5.92
      15       human          49.83          53.16           3.34
      14       human          53.16          56.74           3.58
      16       robot          43.90          52.96           9.06
      17       human          56.74          62.67           5.92
      18       human          62.67          66.13           3.46
      19       human          66.13          69.72           3.59
      20       robot          56.14          64.67           8.52
      21       human          69.72          75.65           5.92
      24       robot          68.45          77.65           9.20
      23       human          75.65          79.24           3.59
      22       human          79.24          82.86           3.62
                                         makespan:          82.86

title: dynamic scheduling 7
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.58           8.58
       3       human           4.75           9.15           4.40
       5       human           9.28          16.67           7.39
       7       robot           9.90          20.49          10.59
       8       human          16.68          19.50           2.81
       6       human          19.51          22.02           2.51
       9       human          22.08          26.61           4.53
      10       human          26.63          49.99          23.36
      11       robot          24.86          34.69           9.83
      12       robot          35.69          43.97           8.28
      13       human          49.99          55.91           5.92
      15       human          55.91          59.25           3.34
      14       human          59.25          62.83           3.58
      16       robot          48.86          57.91           9.06
      17       human          62.83          68.75           5.92
      18       human          68.75          72.22           3.46
      19       human          72.22          75.81           3.59
      20       robot          62.23          70.75           8.52
      21       human          75.81          81.74           5.92
      24       robot          74.53          83.74           9.20
      23       human          81.74          85.33           3.59
      22       human          85.33          88.95           3.62
                                         makespan:          88.95

title: final timeline
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           4.72           4.72
       4       robot           0.00           8.58           8.58
       3       human           4.75           9.15           4.40
       5       human           9.28          16.67           7.39
       7       robot           9.90          20.49          10.59
       8       human          16.68          19.50           2.81
       6       human          19.51          22.02           2.51
       9       human          22.08          26.61           4.53
      10       human          26.63          45.92          19.30
      11       robot          24.86          34.69           9.83
      12       robot          35.69          45.15           9.46
      13       human          45.98          50.14           4.16
      15       human          50.17          53.47           3.30
      14       human          53.49          56.31           2.81
