step_idx,failure_type,decision_time,frozen_task_ids,t,t1,t2,new_agent,delay_time,dynamic_task_ids
1,delay,16.908594369888306,1 2 3 4 5 6 7,6,,,,1.7319,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 18 19 20 21 22 23 24
2,delay,42.247342109680176,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16,15,,,,1.6689,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 18 19 20 21 22 23 24
3,delay,52.23221278190613,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20,18,,,,1.7319,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 18 20 19 21 22 23 24
4,order,52.85218358039856,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20,,18,19,,,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 20 19 18 21 22 23 24
5,delay,62.417165756225586,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24,22,,,,1.8096,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 20 19 18 21 22 24 23
6,delay,64.28427267074585,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24,22,,,,3.6192,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 20 19 18 21 22 24 23
7,order,66.32850313186646,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24,,22,23,,,1 2 3 4 5 6 7 8 9 12 11 10 13 14 16 15 17 20 19 18 21 24 23 22
