step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,19.841710329055786,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,75.3094,73.58,1.7293999999999983,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,21.696298837661743,3.594,3.6000000000000005,3.6000000000000005,human_delay_task_uses_real_observed_duration,standard,,8.99,8.99,78.90939999999999,77.17,1.7393999999999892,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,25.279632568359375,7.188,7.1800000000000015,7.1800000000000015,human_delay_task_uses_real_observed_duration,standard,,16.17,16.17,86.0894,84.36,1.7293999999999983,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,delay,32.1150004863739,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,82.76559999999999,81.09,1.6755999999999887,9,,,,,,,,,,,,fixed,3.39,,,,,,,,
5,delay,36.96925401687622,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,82.84179999999999,81.21,1.6317999999999984,12,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,46.45796513557434,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,84.928,82.4,2.5279999999999916,13,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,51.107988357543945,1.6689,1.67,1.67,human_delay_task_uses_real_observed_duration,standard,,5.01,5.01,84.97019999999999,82.46,2.5101999999999975,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,52.78850698471069,3.3378,3.33,3.33,human_delay_task_uses_real_observed_duration,standard,,8.34,8.34,88.30019999999999,85.8,2.5001999999999924,15,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,57.78736996650696,1.79,1.79,1.79,human_delay_task_uses_real_observed_duration,standard,,5.37,5.37,88.13019999999999,85.65,2.480199999999982,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,59.533008337020874,3.58,3.579999999999999,3.579999999999999,human_delay_task_uses_real_observed_duration,standard,,8.95,8.95,91.7102,89.23,2.4801999999999964,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
11,delay,66.32418966293335,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,91.8564,89.44,2.416399999999996,17,,,,,,,,,,,,fixed,3.39,,,,,,,,
12,delay,71.06420755386353,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,91.9226,89.53,2.3926000000000016,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
13,delay,72.83186292648315,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,95.3826,92.99,2.3926000000000016,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
14,delay,76.29641628265381,6.9276,6.93,6.93,human_delay_task_uses_real_observed_duration,standard,,15.59,15.59,102.3126,97.29,5.022599999999997,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
15,delay,83.2485625743866,6.9276,6.920000000000002,6.920000000000002,human_delay_task_uses_real_observed_duration,standard,,22.51,22.51,109.2326,103.25,5.982600000000005,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
16,delay,95.54964542388916,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,107.9886,100.94,7.0486000000000075,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
17,delay,97.33949422836304,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,111.57860000000001,104.54,7.038600000000002,23,,,,,,,,,,,,fixed,3.39,,,,,,,,
