step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,19.841710329055786,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,73.47,73.58,-0.10999999999999943,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,delay,21.696298837661743,3.594,3.6000000000000005,0.0,real_gantt_duration_synchronized,77.07000000000001,77.17,-0.09999999999999432,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
3,delay,25.279632568359375,7.188,7.1800000000000015,0.0,real_gantt_duration_synchronized,84.25000000000001,84.36,-0.10999999999998522,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
4,delay,32.1150004863739,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,80.93,81.09,-0.1599999999999966,9,,,,,,,,,,,,fixed,3.35,,,,,,,,
5,delay,36.96925401687622,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,81.01000000000002,81.21,-0.19999999999997442,12,,,,,,,,,,,,fixed,3.35,,,,,,,,
6,delay,46.45796513557434,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,82.10000000000001,82.4,-0.29999999999999716,13,,,,,,,,,,,,fixed,3.35,,,,,,,,
7,delay,51.107988357543945,1.6689,1.67,0.0,real_gantt_duration_synchronized,82.14000000000001,82.46,-0.31999999999997897,15,,,,,,,,,,,,fixed,3.35,,,,,,,,
8,delay,52.78850698471069,3.3378,3.33,0.0,real_gantt_duration_synchronized,85.47000000000001,85.8,-0.3299999999999841,15,,,,,,,,,,,,fixed,3.35,,,,,,,,
9,delay,57.78736996650696,1.79,1.79,0.0,real_gantt_duration_synchronized,85.30000000000001,85.65,-0.3499999999999943,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
10,delay,59.533008337020874,3.58,3.579999999999999,0.0,real_gantt_duration_synchronized,88.88000000000001,89.23,-0.3499999999999943,14,,,,,,,,,,,,fixed,3.35,,,,,,,,
11,delay,66.32418966293335,2.9619,2.9700000000000006,0.0,real_gantt_duration_synchronized,89.03000000000002,89.44,-0.4099999999999824,17,,,,,,,,,,,,fixed,3.35,,,,,,,,
12,delay,71.06420755386353,1.7319,1.7400000000000002,0.0,real_gantt_duration_synchronized,89.10000000000002,89.53,-0.4299999999999784,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
13,delay,72.83186292648315,3.4638,3.46,0.0,real_gantt_duration_synchronized,92.56000000000002,92.99,-0.4299999999999784,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
14,delay,76.29641628265381,6.9276,6.93,0.0,real_gantt_duration_synchronized,99.49400000000001,97.29,2.2040000000000077,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
15,delay,83.2485625743866,6.9276,6.920000000000002,0.0,real_gantt_duration_synchronized,106.41400000000002,103.25,3.1640000000000157,18,,,,,,,,,,,,fixed,3.35,,,,,,,,
16,delay,95.54964542388916,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,103.964,100.94,3.024000000000001,23,,,,,,,,,,,,fixed,3.35,,,,,,,,
17,delay,97.33949422836304,3.594,3.5900000000000007,0.0,real_gantt_duration_synchronized,107.554,104.54,3.013999999999996,23,,,,,,,,,,,,fixed,3.35,,,,,,,,
