step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,human_time_mode,delay_extra_total,delay_actual_duration,simulated_duration_after_event,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,4.052881240844727,1.9965,2.0,2.0,human_delay_task_uses_real_observed_duration,standard,,5.99,5.99,74.5326,74.53,0.002600000000001046,2,,,,,,,,,,,,fixed,3.39,,,,,,,,
2,delay,8.634411811828613,1.8096,1.8099999999999996,1.8099999999999996,human_delay_task_uses_real_observed_duration,standard,,5.43,5.43,75.3334,75.36,-0.026600000000001955,3,,,,,,,,,,,,fixed,3.39,,,,,,,,
3,delay,10.454699993133545,3.6192,3.620000000000001,3.620000000000001,human_delay_task_uses_real_observed_duration,standard,,9.05,9.05,78.9534,78.98,-0.026600000000001955,3,,,,,,,,,,,,fixed,3.39,,,,,,,,
4,delay,20.962215662002563,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,78.3694,78.11,0.2593999999999994,8,,,,,,,,,,,,fixed,3.39,,,,,,,,
5,delay,25.7942156791687,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,79.6756,79.44,0.23560000000000514,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
6,delay,27.514740228652954,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,83.1356,82.9,0.23559999999999093,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
7,delay,31.01919651031494,6.9276,6.93,6.93,human_delay_task_uses_real_observed_duration,standard,,15.59,15.59,90.0656,89.83,0.23560000000000514,6,,,,,,,,,,,,fixed,3.39,,,,,,,,
8,delay,43.10073733329773,1.797,1.7999999999999998,1.7999999999999998,human_delay_task_uses_real_observed_duration,standard,,5.39,5.39,88.0316,87.28,0.7515999999999963,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
9,delay,44.8547887802124,3.594,3.5900000000000007,3.5900000000000007,human_delay_task_uses_real_observed_duration,standard,,8.98,8.98,91.6216,90.87,0.7515999999999963,10,,,,,,,,,,,,fixed,3.39,,,,,,,,
10,delay,57.027095794677734,1.79,1.79,1.79,human_delay_task_uses_real_observed_duration,standard,,5.37,5.37,90.8316,88.23,2.6015999999999906,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
11,delay,58.796180963516235,3.58,3.579999999999999,3.579999999999999,human_delay_task_uses_real_observed_duration,standard,,8.95,8.95,94.41159999999999,91.81,2.6015999999999906,14,,,,,,,,,,,,fixed,3.39,,,,,,,,
12,order,59.416815757751465,0.0,2.67,3.39,order_wrong_first_actual_plus_fixed_3.39_on_earlier_task,standard,,,,92.6738,89.12,3.5537999999999954,15,14,15,15,14,3.58,3.3378,3.58,3.58,3.58,standard_human_time_mode,1,fixed,3.39,3.39,3.39,fixed_value,3.39,3.39,3.39,5.369999999999999,2.67
13,delay,68.6438217163086,2.9619,2.9700000000000006,2.9700000000000006,human_delay_task_uses_real_observed_duration,standard,,8.89,8.89,95.64,91.76,3.8799999999999955,17,,,,,,,,,,,,fixed,3.39,,,,,,,,
14,delay,73.36395144462585,1.7319,1.7400000000000002,1.7400000000000002,human_delay_task_uses_real_observed_duration,standard,,5.2,5.2,95.6562,91.8,3.856200000000001,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
15,delay,75.10630941390991,3.4638,3.46,3.46,human_delay_task_uses_real_observed_duration,standard,,8.66,8.66,99.11619999999999,95.26,3.856199999999987,18,,,,,,,,,,,,fixed,3.39,,,,,,,,
16,order,75.7055413722992,0.0,2.24,3.39,order_wrong_first_actual_plus_fixed_3.39_on_earlier_task,standard,,,,99.6762,92.31,7.366199999999992,18,18,19,18,19,5.83,3.46,5.83,3.594,3.594,standard_human_time_mode,1,fixed,3.39,3.39,3.39,fixed_value,3.39,3.39,3.39,5.2,2.24
17,delay,85.41304063796997,1.8096,1.8099999999999996,1.8099999999999996,human_delay_task_uses_real_observed_duration,standard,,5.43,5.43,101.487,90.81,10.676999999999992,22,,,,,,,,,,,,fixed,3.39,,,,,,,,
18,delay,87.23820114135742,3.6192,3.620000000000001,3.620000000000001,human_delay_task_uses_real_observed_duration,standard,,9.05,9.05,105.10699999999999,94.42,10.686999999999983,22,,,,,,,,,,,,fixed,3.39,,,,,,,,
19,order,88.16107082366943,0.0,2.79,3.39,order_wrong_first_actual_plus_fixed_3.39_on_earlier_task,standard,,,,105.82699999999998,91.78,14.046999999999983,22,22,23,22,23,6.38,3.62,6.38,3.594,3.594,standard_human_time_mode,1,fixed,3.39,3.39,3.39,fixed_value,3.39,3.39,3.39,5.430000000000001,2.79
20,delay,91.80923676490784,7.2384,7.239999999999999,7.239999999999999,human_delay_task_uses_real_observed_duration,standard,,10.86,10.86,106.91699999999999,99.02,7.896999999999991,22,,,,,,,,,,,,fixed,3.39,,,,,,,,
