step_idx,failure_type,decision_time,csv_delay_time,actual_incremental_delay,applied_nores_delay,delay_source,nores_makespan,dynamic_makespan_after_event,nores_minus_dynamic,target_task,t1,t2,earlier_task,later_task,order_base_duration,order_required_task_actual_duration,order_wrong_first_task_actual_duration,order_later_standard_duration,order_later_simulated_duration,order_later_duration_source,order_has_delay,compensation_mode,compensation_value,applied_compensation,compensation_base_duration,compensation_base_source,compensation_upper,order_fixed_compensation,order_compensation_upper,released_previous_delay,observed_order_extra_delay
1,delay,17.32591438293457,1.797,1.7999999999999998,0.0,real_gantt_duration_synchronized,74.44000000000001,74.51,-0.06999999999999318,8,,,,,,,,,,,,fixed,3.35,,,,,,,,
2,order,17.985602378845215,0.0,0.8099999999999996,3.35,order_wrong_first_actual_plus_fixed_3.35_on_earlier_task,76.6738,73.52,3.153800000000004,8,8,6,8,6,4.27,3.59,4.27,3.4638,3.4638,standard_due_to_delay,1,fixed,3.35,3.35,3.35,fixed_value,3.35,3.35,3.35,1.7999999999999998,0.8099999999999996
