title: offline optimal schedule
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           3.99           3.99
       3       human           3.99           7.61           3.62
       4       robot           0.00           7.71           7.71
       5       human           7.71          13.63           5.92
       7       robot           7.71          15.94           8.23
       6       human          13.63          17.09           3.46
       8       human          17.09          20.69           3.59
       9       human          20.69          26.61           5.92
      10       human          26.61          30.20           3.59
      11       robot          20.23          28.61           8.38
      12       human          30.20          33.67           3.46
      13       human          33.67          39.59           5.92
      16       robot          32.54          41.59           9.06
      15       human          39.59          42.93           3.34
      14       human          42.93          46.51           3.58
      17       human          46.51          52.43           5.92
      18       human          52.43          55.90           3.46
      19       human          55.90          59.49           3.59
      20       robot          45.91          54.43           8.52
      21       human          59.49          65.42           5.92
      23       human          65.42          69.01           3.59
      24       robot          58.21          67.42           9.20
      22       human          69.01          72.63           3.62
                                         makespan:          72.63

title: dynamic scheduling 1
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.83           2.83
       3       human           2.85           5.44           2.58
       4       robot           0.00           9.20           9.20
       5       human           9.20          13.75           4.55
       7       robot           9.22          17.45           8.23
       8       human          13.77          16.97           3.20
       6       human          16.97          20.44           3.46
       9       human          20.44          26.36           5.92
      10       human          26.36          29.96           3.59
      11       robot          19.98          28.36           8.38
      12       human          29.96          33.42           3.46
      13       human          33.42          39.34           5.92
      16       robot          32.29          41.34           9.06
      15       human          39.34          42.68           3.34
      14       human          42.68          46.26           3.58
      17       human          46.26          52.18           5.92
      18       human          52.18          55.65           3.46
      19       human          55.65          59.24           3.59
      20       robot          45.66          54.18           8.52
      21       human          59.24          65.17           5.92
      23       human          65.17          68.76           3.59
      24       robot          57.96          67.17           9.20
      22       human          68.76          72.38           3.62
                                         makespan:          72.38

title: dynamic scheduling 2
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.83           2.83
       3       human           2.85           5.44           2.58
       4       robot           0.00           9.20           9.20
       5       human           9.20          13.75           4.55
       7       robot           9.22          17.83           8.61
       8       human          13.77          16.97           3.20
       6       human          16.97          18.96           1.98
       9       human          19.02          23.99           4.97
      10       human          24.02          29.41           5.39
      11       robot          20.04          28.41           8.38
      12       human          29.41          32.87           3.46
      13       human          32.87          38.79           5.92
      16       robot          31.74          40.79           9.06
      15       human          38.79          42.13           3.34
      14       human          42.13          45.71           3.58
      17       human          45.71          51.64           5.92
      18       human          51.64          55.10           3.46
      19       human          55.10          58.69           3.59
      20       robot          45.11          53.64           8.52
      21       human          58.69          64.62           5.92
      23       human          64.62          68.21           3.59
      24       robot          57.42          66.62           9.20
      22       human          68.21          71.83           3.62
                                         makespan:          71.83

title: dynamic scheduling 3
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.83           2.83
       3       human           2.85           5.44           2.58
       4       robot           0.00           9.20           9.20
       5       human           9.20          13.75           4.55
       7       robot           9.22          17.83           8.61
       8       human          13.77          16.97           3.20
       6       human          16.97          18.96           1.98
       9       human          19.02          23.99           4.97
      10       human          24.02          33.00           8.98
      11       robot          20.04          29.43           9.40
      12       human          33.00          36.47           3.46
      13       human          36.47          42.39           5.92
      16       robot          35.33          44.39           9.06
      15       human          42.39          45.73           3.34
      14       human          45.73          49.31           3.58
      17       human          49.31          55.23           5.92
      18       human          55.23          58.69           3.46
      19       human          58.69          62.29           3.59
      20       robot          48.71          57.23           8.52
      21       human          62.29          68.21           5.92
      23       human          68.21          71.81           3.59
      24       robot          61.01          70.21           9.20
      22       human          71.81          75.43           3.62
                                         makespan:          75.43

title: dynamic scheduling 4
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.83           2.83
       3       human           2.85           5.44           2.58
       4       robot           0.00           9.20           9.20
       5       human           9.20          13.75           4.55
       7       robot           9.22          17.83           8.61
       8       human          13.77          16.97           3.20
       6       human          16.97          18.96           1.98
       9       human          19.02          23.99           4.97
      10       human          24.02          40.19          16.17
      11       robot          20.04          29.80           9.76
      12       robot          33.04          41.32           8.28
      13       human          41.32          47.25           5.92
      16       robot          41.32          50.38           9.06
      15       human          47.25          50.58           3.34
      14       human          50.58          54.16           3.58
      17       human          54.16          60.09           5.92
      18       human          60.09          63.55           3.46
      19       human          63.55          67.15           3.59
      20       robot          53.56          62.09           8.52
      21       human          67.15          73.07           5.92
      23       human          73.07          76.66           3.59
      24       robot          65.87          75.07           9.20
      22       human          76.66          80.28           3.62
                                         makespan:          80.28

title: final timeline
 task ID       agent     start_time    finish_time       duration
       2       human           0.00           2.83           2.83
       3       human           2.85           5.44           2.58
       4       robot           0.00           9.20           9.20
       5       human           9.20          13.75           4.55
       7       robot           9.22          17.83           8.61
       8       human          13.77          16.97           3.20
       6       human          16.97          18.96           1.98
       9       human          19.02          23.99           4.97
      10       human          24.02          37.00          12.98
      11       robot          20.04          29.80           9.76
      12       robot          33.10          42.65           9.55
      13       human          42.65          46.79           4.14
      16       robot          42.70          52.88          10.18
      15       human          46.84          49.35           2.52
      14       human          49.39          52.36           2.98
      17       human          52.88          57.33           4.44
      18       human          57.35          59.76           2.40
      19       human          59.78          63.05           3.27
      20       robot          53.57          63.70          10.13
      21       human          63.70          68.41           4.71
      23       human          68.43          71.27           2.84
      24       robot          65.87          75.59           9.72
      22       human          71.30          74.68           3.38
                                         makespan:          75.59

